260224 213635.491|CONFIG|qtp38997010-12|log|Now logging to C:\Users\Lenovo\git\2shahds_WCF_2026\logs directory.
260224 213635.492|INFO|qtp38997010-12|log|
260224 213635.492|INFO|qtp38997010-12|log|Version 9.10.0 () Java ver 1.8.0_51 build 7065 Windows 8.1 6.3 (amd64) 
260224 213635.492|INFO|qtp38997010-12|log|Working directory is C:\Users\Lenovo\git\2shahds_WCF_2026
260224 213635.494|INFO|qtp38997010-12|log|Process id is 10084@lilsaados
260224 213635.494|INFO|qtp38997010-12|log|Starting ConnectionManager...
260224 213635.496|INFO|qtp38997010-12|log|Started ConnectionManager
260224 213635.496|SEVERE|qtp38997010-12|log|Cannot start PC^2, pc2v9.ini file not found in C:\Users\Lenovo\git\2shahds_WCF_2026
260224 213635.496|INFO|qtp38997010-12|log|Contacting server at localhost:50002
260224 213635.497|INFO|qtp38997010-12|log|Connecting to localhost:50002
260224 213635.503|INFO|Thread-18|log|receiveUnencrypted(TransportWrapper, ConnectionHandlerID=Socket[addr=localhost/127.0.0.1,port=50002,localport=49515]-3880969352816105519)
